row_index,reason,ref_keyinvoice,ref_woocomerce,categoria,subcategoria,marca,nome,cor,tamanho,gtin
1,GTIN inválido (menos de 8 dígitos),5731,nan,Senhora,Sapato Raso,SORRISO,HÉLIA,Bordeaux E Branco,37.5,000
2,GTIN inválido (menos de 8 dígitos),5731,nan,Senhora,Sapato Raso,SORRISO,HÉLIA,Bordeaux E Branco,38,000
4,GTIN inválido (menos de 8 dígitos),5731,nan,Senhora,Sapato Raso,SORRISO,HÉLIA,Bordeaux E Branco,39.5,000
26,GTIN inválido (menos de 8 dígitos),5731,nan,Senhora,Sapato Raso,SORRISO,HÈLIA,Azul Navy E Creme,38.5,000
27,GTIN inválido (menos de 8 dígitos),5731,nan,Senhora,Sapato Raso,SORRISO,HÈLIA,Azul Navy E Creme,39.5,000
76,GTIN inválido (menos de 8 dígitos),5731,nan,Senhora,Sapato Raso,SORRISO,HÉLIA,Branco E Azul Bebe,36,000
80,GTIN inválido (menos de 8 dígitos),5731,nan,Senhora,Sapato Raso,SORRISO,HÉLIA,Branco E Azul Bebe,39,000
82,GTIN inválido (menos de 8 dígitos),5731,nan,Senhora,Sapato Raso,SORRISO,HÉLIA,Castanho E Cinza,38,000
83,GTIN inválido (menos de 8 dígitos),5731,nan,Senhora,Sapato Raso,SORRISO,HÉLIA,Castanho E Cinza,38.5,000
88,GTIN inválido (menos de 8 dígitos),5731,nan,Senhora,Sapato Raso,SORRISO,HELIA,Branco E Verde Claro,37,000
90,GTIN inválido (menos de 8 dígitos),5731,nan,Senhora,Sapato Raso,SORRISO,HELIA,Branco E Verde Claro,38,000
139,GTIN inválido (menos de 8 dígitos),2740,nan,Senhora,Sandálias,SORRISO,HELIANA,Creme E Preto,35,000
140,GTIN inválido (menos de 8 dígitos),2740,nan,Senhora,Sandálias,SORRISO,HELIANA,Creme E Preto,36,000
141,GTIN inválido (menos de 8 dígitos),2740,nan,Senhora,Sandálias,SORRISO,HELIANA,Creme E Preto,37,000
142,GTIN inválido (menos de 8 dígitos),2740,nan,Senhora,Sandálias,SORRISO,HELIANA,Creme E Preto,38,000
143,GTIN inválido (menos de 8 dígitos),2740,nan,Senhora,Sandálias,SORRISO,HELIANA,Creme E Preto,39,000
146,GTIN inválido (menos de 8 dígitos),2740,nan,Senhora,Sandálias,SORRISO,HELIANA,Creme E Bordeaux,35,000
149,GTIN inválido (menos de 8 dígitos),2740,nan,Senhora,Sandálias,SORRISO,HELIANA,Creme E Bordeaux,38,000
151,GTIN inválido (menos de 8 dígitos),2740,nan,Senhora,Sandálias,SORRISO,HELIANA,Creme E Bordeaux,40,000
152,GTIN inválido (menos de 8 dígitos),2740,nan,Senhora,Sandálias,SORRISO,HELIANA,Creme E Bordeaux,41,000
153,GTIN inválido (menos de 8 dígitos),6864,nan,Senhora,Sapato Raso,SORRISO,NICOLY,Mel Camurça,35,000
159,GTIN inválido (menos de 8 dígitos),6864,nan,Senhora,Sapato Raso,SORRISO,NICOLY,Azul Navy,35,000
164,GTIN inválido (menos de 8 dígitos),6864,nan,Senhora,Sapato Raso,SORRISO,NICOLY,Azul Navy,37.5,000
168,GTIN inválido (menos de 8 dígitos),7079,nan,Senhora,Sandálias,SORRISO,JÙLIA,Preto,35,000
169,GTIN inválido (menos de 8 dígitos),7079,nan,Senhora,Sandálias,SORRISO,JÙLIA,Preto,36,000
170,GTIN inválido (menos de 8 dígitos),7079,nan,Senhora,Sandálias,SORRISO,JÙLIA,Preto,37,000
171,GTIN inválido (menos de 8 dígitos),7079,nan,Senhora,Sandálias,SORRISO,JÙLIA,Preto,38,000
172,GTIN inválido (menos de 8 dígitos),7079,nan,Senhora,Sandálias,SORRISO,JÙLIA,Preto,39,000
173,GTIN inválido (menos de 8 dígitos),7079,nan,Senhora,Sandálias,SORRISO,JÙLIA,Preto,40,000
174,GTIN inválido (menos de 8 dígitos),7079,nan,Senhora,Sandálias,SORRISO,JÙLIA,Preto,41,000
175,GTIN inválido (menos de 8 dígitos),7079,nan,Senhora,Sandálias,SORRISO,JÙLIA,Preto,42,000
176,GTIN inválido (menos de 8 dígitos),7079,nan,Senhora,Sandálias,SORRISO,JÚLIA,Camel,35,000
177,GTIN inválido (menos de 8 dígitos),7079,nan,Senhora,Sandálias,SORRISO,JÚLIA,Camel,36,000
178,GTIN inválido (menos de 8 dígitos),7079,nan,Senhora,Sandálias,SORRISO,JÚLIA,Camel,37,000
179,GTIN inválido (menos de 8 dígitos),7079,nan,Senhora,Sandálias,SORRISO,JÚLIA,Camel,38,000
180,GTIN inválido (menos de 8 dígitos),7079,nan,Senhora,Sandálias,SORRISO,JÚLIA,Camel,39,000
181,GTIN inválido (menos de 8 dígitos),7079,nan,Senhora,Sandálias,SORRISO,JÚLIA,Camel,40,000
182,GTIN inválido (menos de 8 dígitos),7079,nan,Senhora,Sandálias,SORRISO,JÚLIA,Camel,41,000
183,GTIN inválido (menos de 8 dígitos),7079,nan,Senhora,Sandálias,SORRISO,JÚLIA,Camel,42,000
251,GTIN inválido (menos de 8 dígitos),7396,nan,Senhora,Sandália | Mule,SORRISO,Florence,Preto E Creme,40,000
252,GTIN inválido (menos de 8 dígitos),7396,nan,Senhora,Sandália | Mule,SORRISO,Florence,Preto E Creme,41,000
253,GTIN inválido (menos de 8 dígitos),7396,nan,Senhora,Sandália | Mule,SORRISO,Florence,Castanho E Creme,35,000
254,GTIN inválido (menos de 8 dígitos),7396,nan,Senhora,Sandália | Mule,SORRISO,Florence,Castanho E Creme,36,000
257,GTIN inválido (menos de 8 dígitos),7396,nan,Senhora,Sandália | Mule,SORRISO,Florence,Castanho E Creme,39,000
258,GTIN inválido (menos de 8 dígitos),7396,nan,Senhora,Sandália | Mule,SORRISO,Florence,Castanho E Creme,40,000
259,GTIN inválido (menos de 8 dígitos),7396,nan,Senhora,Sandália | Mule,SORRISO,Florence,Castanho E Creme,41,000
447,GTIN inválido (menos de 8 dígitos),7480,nan,Senhora,Derby,SORRISO,Amélia,Castanho Camurça,36,000
448,GTIN inválido (menos de 8 dígitos),7480,nan,Senhora,Derby,SORRISO,Amélia,Castanho Camurça,37,000
449,GTIN inválido (menos de 8 dígitos),7480,nan,Senhora,Derby,SORRISO,Amélia,Castanho Camurça,38,000
450,GTIN inválido (menos de 8 dígitos),7480,nan,Senhora,Derby,SORRISO,Amélia,Castanho Camurça,39,000
451,GTIN inválido (menos de 8 dígitos),7480,nan,Senhora,Derby,SORRISO,Amélia,Castanho Camurça,40,000
452,GTIN inválido (menos de 8 dígitos),7480,nan,Senhora,Derby,SORRISO,Amélia,Castanho Camurça,40,000
454,GTIN inválido (menos de 8 dígitos),7483,nan,Senhora,Sandálias,SORRISO,Carmen,Creme,36,000
461,GTIN inválido (menos de 8 dígitos),7483,nan,Senhora,Sandálias,SORRISO,Carmen,Mel,37,000
463,GTIN inválido (menos de 8 dígitos),7483,nan,Senhora,Sandálias,SORRISO,Carmen,Mel,39,000
472,GTIN inválido (menos de 8 dígitos),7488,nan,Senhora,Sapato Raso,SORRISO,Martina,Dourado E Prata,35,000
473,GTIN inválido (menos de 8 dígitos),7488,nan,Senhora,Sapato Raso,SORRISO,Martina,Dourado E Prata,36,000
474,GTIN inválido (menos de 8 dígitos),7488,nan,Senhora,Sapato Raso,SORRISO,Martina,Dourado E Prata,37,000
475,GTIN inválido (menos de 8 dígitos),7488,nan,Senhora,Sapato Raso,SORRISO,Martina,Dourado E Prata,38,000
476,GTIN inválido (menos de 8 dígitos),7488,nan,Senhora,Sapato Raso,SORRISO,Martina,Dourado E Prata,39,000
477,GTIN inválido (menos de 8 dígitos),7488,nan,Senhora,Sapato Raso,SORRISO,Martina,Dourado E Prata,40,000
478,GTIN inválido (menos de 8 dígitos),7488,nan,Senhora,Sapato Raso,SORRISO,Martina,Dourado E Prata,41,000
500,GTIN inválido (menos de 8 dígitos),23621,nan,Senhora,Botas,Tavares,Fiona,Preto,37,000
501,GTIN inválido (menos de 8 dígitos),23621,nan,Senhora,Botas,Tavares,Fiona,Preto,39,000
502,GTIN inválido (menos de 8 dígitos),23621,nan,Senhora,Botas,Tavares,Fiona,Preto,40,000
503,GTIN inválido (menos de 8 dígitos),23621,nan,Senhora,Botas,Tavares,Fiona,Nude,35,000
504,GTIN inválido (menos de 8 dígitos),23621,nan,Senhora,Botas,Tavares,Fiona,Nude,36,000
505,GTIN inválido (menos de 8 dígitos),23621,nan,Senhora,Botas,Tavares,Fiona,Nude,37,000
506,GTIN inválido (menos de 8 dígitos),23621,nan,Senhora,Botas,Tavares,Fiona,Nude,38,000
507,GTIN inválido (menos de 8 dígitos),23621,nan,Senhora,Botas,Tavares,Fiona,Nude,39,000
508,GTIN inválido (menos de 8 dígitos),23621,nan,Senhora,Botas,Tavares,Fiona,Nude,40,000
509,GTIN inválido (menos de 8 dígitos),23621,nan,Senhora,Botas,Tavares,Fiona,Nude,41,000
510,GTIN inválido (menos de 8 dígitos),25802,nan,Senhora,Botas,Tavares,Ofélia,Preto,37,000
511,GTIN inválido (menos de 8 dígitos),25802,nan,Senhora,Botas,Tavares,Ofélia,Preto,38,000
512,GTIN inválido (menos de 8 dígitos),25802,nan,Senhora,Botas,Tavares,Ofélia,Preto,39,000
513,GTIN inválido (menos de 8 dígitos),25802,nan,Senhora,Botas,Tavares,Ofélia,Preto,41,000
514,GTIN inválido (menos de 8 dígitos),25802,nan,Senhora,Botas,Tavares,Ofélia,Castanho Escuro,37,000
515,GTIN inválido (menos de 8 dígitos),25802,nan,Senhora,Botas,Tavares,Ofélia,Castanho Escuro,38,000
516,GTIN inválido (menos de 8 dígitos),25802,nan,Senhora,Botas,Tavares,Ofélia,Castanho Escuro,39,000
517,GTIN inválido (menos de 8 dígitos),25802,nan,Senhora,Botas,Tavares,Ofélia,Castanho Escuro,41,000
518,GTIN inválido (menos de 8 dígitos),21266,nan,Senhora,Botas,Tavares,Emilia,Castanho Esverdeado,35,000
519,GTIN inválido (menos de 8 dígitos),21266,nan,Senhora,Botas,Tavares,Emilia,Castanho Esverdeado,36,000
520,GTIN inválido (menos de 8 dígitos),21266,nan,Senhora,Botas,Tavares,Emilia,Castanho Esverdeado,38,000
521,GTIN inválido (menos de 8 dígitos),21266,nan,Senhora,Botas,Tavares,Emilia,Castanho Esverdeado,39,000
522,GTIN inválido (menos de 8 dígitos),21266,nan,Senhora,Botas,Tavares,Emilia,Castanho Esverdeado,40,000
523,GTIN inválido (menos de 8 dígitos),21266,nan,Senhora,Botas,Tavares,Emilia,Castanho Esverdeado,41,000
524,GTIN inválido (menos de 8 dígitos),25860,nan,Senhora,Botas,Tavares,Sana,Preto,35,000
525,GTIN inválido (menos de 8 dígitos),25860,nan,Senhora,Botas,Tavares,Sana,Preto,36,000
526,GTIN inválido (menos de 8 dígitos),25860,nan,Senhora,Botas,Tavares,Sana,Preto,37,000
527,GTIN inválido (menos de 8 dígitos),25860,nan,Senhora,Botas,Tavares,Sana,Preto,38,000
528,GTIN inválido (menos de 8 dígitos),25860,nan,Senhora,Botas,Tavares,Sana,Preto,39,000
529,GTIN inválido (menos de 8 dígitos),25860,nan,Senhora,Botas,Tavares,Sana,Preto,40,000
530,GTIN inválido (menos de 8 dígitos),25860,nan,Senhora,Botas,Tavares,Sana,Verde,36,000
531,GTIN inválido (menos de 8 dígitos),25860,nan,Senhora,Botas,Tavares,Sana,Verde,37,000
532,GTIN inválido (menos de 8 dígitos),25860,nan,Senhora,Botas,Tavares,Sana,Verde,38,000
533,GTIN inválido (menos de 8 dígitos),25860,nan,Senhora,Botas,Tavares,Sana,Verde,39,000
534,GTIN inválido (menos de 8 dígitos),25860,nan,Senhora,Botas,Tavares,Sana,Verde,40,000
535,GTIN inválido (menos de 8 dígitos),25860,nan,Senhora,Botas,Tavares,Sana,Castanho Escuro,37,000
536,GTIN inválido (menos de 8 dígitos),25860,nan,Senhora,Botas,Tavares,Sana,Castanho Escuro,38,000
537,GTIN inválido (menos de 8 dígitos),25860,nan,Senhora,Botas,Tavares,Sana,Castanho Escuro,39,000
538,GTIN inválido (menos de 8 dígitos),25860,nan,Senhora,Botas,Tavares,Sana,Castanho Escuro,40,000
539,GTIN inválido (menos de 8 dígitos),25953,nan,Senhora,Loafer,Tavares,Lisa,Preto,36,000
540,GTIN inválido (menos de 8 dígitos),25953,nan,Senhora,Loafer,Tavares,Lisa,Preto,37,000
541,GTIN inválido (menos de 8 dígitos),25953,nan,Senhora,Loafer,Tavares,Lisa,Preto,38,000
542,GTIN inválido (menos de 8 dígitos),25953,nan,Senhora,Loafer,Tavares,Lisa,Preto,39,000
543,GTIN inválido (menos de 8 dígitos),25953,nan,Senhora,Loafer,Tavares,Lisa,Preto,40,000
544,GTIN inválido (menos de 8 dígitos),25953,nan,Senhora,Loafer,Tavares,Lisa,Preto,41,000
545,GTIN inválido (menos de 8 dígitos),25953,nan,Senhora,Loafer,Tavares,Lisa,Preto,42,000
546,GTIN inválido (menos de 8 dígitos),25953,nan,Senhora,Loafer,Tavares,Lisa,Camel,35,000
547,GTIN inválido (menos de 8 dígitos),25953,nan,Senhora,Loafer,Tavares,Lisa,Camel,36,000
548,GTIN inválido (menos de 8 dígitos),25953,nan,Senhora,Loafer,Tavares,Lisa,Camel,37,000
549,GTIN inválido (menos de 8 dígitos),25953,nan,Senhora,Loafer,Tavares,Lisa,Camel,38,000
550,GTIN inválido (menos de 8 dígitos),25953,nan,Senhora,Loafer,Tavares,Lisa,Camel,39,000
551,GTIN inválido (menos de 8 dígitos),25953,nan,Senhora,Loafer,Tavares,Lisa,Camel,40,000
552,GTIN inválido (menos de 8 dígitos),25953,nan,Senhora,Loafer,Tavares,Lisa,Vermelho,35,000
553,GTIN inválido (menos de 8 dígitos),25953,nan,Senhora,Loafer,Tavares,Lisa,Vermelho,36,000
554,GTIN inválido (menos de 8 dígitos),25953,nan,Senhora,Loafer,Tavares,Lisa,Vermelho,37,000
555,GTIN inválido (menos de 8 dígitos),25953,nan,Senhora,Loafer,Tavares,Lisa,Vermelho,38,000
556,GTIN inválido (menos de 8 dígitos),25953,nan,Senhora,Loafer,Tavares,Lisa,Vermelho,39,000
557,GTIN inválido (menos de 8 dígitos),25953,nan,Senhora,Loafer,Tavares,Lisa,Vermelho,40,000
558,GTIN inválido (menos de 8 dígitos),25953,nan,Senhora,Loafer,Tavares,Lisa,Vermelho,41,000
559,GTIN inválido (menos de 8 dígitos),23203,nan,Senhora,Sandálias,Tavares,Paola,Preto,35,000
560,GTIN inválido (menos de 8 dígitos),23203,nan,Senhora,Sandálias,Tavares,Paola,Preto,36,000
561,GTIN inválido (menos de 8 dígitos),23203,nan,Senhora,Sandálias,Tavares,Paola,Preto,37,000
562,GTIN inválido (menos de 8 dígitos),23203,nan,Senhora,Sandálias,Tavares,Paola,Preto,38,000
563,GTIN inválido (menos de 8 dígitos),23203,nan,Senhora,Sandálias,Tavares,Paola,Preto,39,000
564,GTIN inválido (menos de 8 dígitos),23203,nan,Senhora,Sandálias,Tavares,Paola,Preto,40,000
565,GTIN inválido (menos de 8 dígitos),23203,nan,Senhora,Sandálias,Tavares,Paola,Preto,41,000
566,GTIN inválido (menos de 8 dígitos),23203,nan,Senhora,Sandálias,Tavares,Paola,Preto,42,000
567,GTIN inválido (menos de 8 dígitos),23203,nan,Senhora,Sandálias,Tavares,Paola,Castanho |`25,35,000
568,GTIN inválido (menos de 8 dígitos),23203,nan,Senhora,Sandálias,Tavares,Paola,Castanho |`26,36,000
569,GTIN inválido (menos de 8 dígitos),23203,nan,Senhora,Sandálias,Tavares,Paola,Castanho |`27,37,000
570,GTIN inválido (menos de 8 dígitos),23203,nan,Senhora,Sandálias,Tavares,Paola,Castanho |`28,38,000
571,GTIN inválido (menos de 8 dígitos),23203,nan,Senhora,Sandálias,Tavares,Paola,Castanho |`29,39,000
572,GTIN inválido (menos de 8 dígitos),23203,nan,Senhora,Sandálias,Tavares,Paola,Castanho |`30,40,000
573,GTIN inválido (menos de 8 dígitos),23203,nan,Senhora,Sandálias,Tavares,Paola,Castanho |`31,41,000
574,GTIN inválido (menos de 8 dígitos),23203,nan,Senhora,Sandálias,Tavares,Paola,Castanho |`32,42,000
575,GTIN inválido (menos de 8 dígitos),23203,nan,Senhora,Sandálias,Tavares,Paola,Bordeaux,35,000
576,GTIN inválido (menos de 8 dígitos),23203,nan,Senhora,Sandálias,Tavares,Paola,Bordeaux,36,000
577,GTIN inválido (menos de 8 dígitos),23203,nan,Senhora,Sandálias,Tavares,Paola,Bordeaux,37,000
578,GTIN inválido (menos de 8 dígitos),23203,nan,Senhora,Sandálias,Tavares,Paola,Bordeaux,38,000
579,GTIN inválido (menos de 8 dígitos),23203,nan,Senhora,Sandálias,Tavares,Paola,Bordeaux,39,000
580,GTIN inválido (menos de 8 dígitos),23203,nan,Senhora,Sandálias,Tavares,Paola,Bordeaux,40,000
581,GTIN inválido (menos de 8 dígitos),23203,nan,Senhora,Sandálias,Tavares,Paola,Bordeaux,41,000
582,GTIN inválido (menos de 8 dígitos),23203,nan,Senhora,Sandálias,Tavares,Paola,Bordeaux,42,000
583,GTIN inválido (menos de 8 dígitos),20850,nan,Senhora,Sandálias,Tavares,Mary,Preto,34,000
584,GTIN inválido (menos de 8 dígitos),20850,nan,Senhora,Sandálias,Tavares,Mary,Preto,35,000
585,GTIN inválido (menos de 8 dígitos),20850,nan,Senhora,Sandálias,Tavares,Mary,Preto,36,000
586,GTIN inválido (menos de 8 dígitos),20850,nan,Senhora,Sandálias,Tavares,Mary,Preto,37,000
587,GTIN inválido (menos de 8 dígitos),20850,nan,Senhora,Sandálias,Tavares,Mary,Preto,38,000
588,GTIN inválido (menos de 8 dígitos),20850,nan,Senhora,Sandálias,Tavares,Mary,Preto,39,000
589,GTIN inválido (menos de 8 dígitos),20850,nan,Senhora,Sandálias,Tavares,Mary,Preto,40,000
590,GTIN inválido (menos de 8 dígitos),20850,nan,Senhora,Sandálias,Tavares,Mary,Preto,41,000
591,GTIN inválido (menos de 8 dígitos),20850,nan,Senhora,Sandálias,Tavares,Mary,Preto,42,000
592,GTIN inválido (menos de 8 dígitos),20850,nan,Senhora,Sandálias,Tavares,Mary,Verde,35,000
593,GTIN inválido (menos de 8 dígitos),20850,nan,Senhora,Sandálias,Tavares,Mary,Verde Escuro,36,000
594,GTIN inválido (menos de 8 dígitos),20850,nan,Senhora,Sandálias,Tavares,Mary,Verde Escuro,37,000
595,GTIN inválido (menos de 8 dígitos),20850,nan,Senhora,Sandálias,Tavares,Mary,Verde Escuro,38,000
596,GTIN inválido (menos de 8 dígitos),20850,nan,Senhora,Sandálias,Tavares,Mary,Verde Escuro,39,000
597,GTIN inválido (menos de 8 dígitos),20850,nan,Senhora,Sandálias,Tavares,Mary,Verde Escuro,40,000
598,GTIN inválido (menos de 8 dígitos),20850,nan,Senhora,Sandálias,Tavares,Mary,Verde Escuro,41,000
599,GTIN inválido (menos de 8 dígitos),20850,nan,Senhora,Sandálias,Tavares,Mary,Verde Escuro,42,000
600,GTIN inválido (menos de 8 dígitos),20850,nan,Senhora,Sandálias,Tavares,Mary,Branco,35,000
601,GTIN inválido (menos de 8 dígitos),20850,nan,Senhora,Sandálias,Tavares,Mary,Branco,36,000
602,GTIN inválido (menos de 8 dígitos),20850,nan,Senhora,Sandálias,Tavares,Mary,Branco,37,000
603,GTIN inválido (menos de 8 dígitos),20850,nan,Senhora,Sandálias,Tavares,Mary,Branco,38,000
604,GTIN inválido (menos de 8 dígitos),20850,nan,Senhora,Sandálias,Tavares,Mary,Branco,39,000
605,GTIN inválido (menos de 8 dígitos),20850,nan,Senhora,Sandálias,Tavares,Mary,Branco,40,000
606,GTIN inválido (menos de 8 dígitos),20850,nan,Senhora,Sandálias,Tavares,Mary,Branco,41,000
607,GTIN inválido (menos de 8 dígitos),1203,nan,Senhora,Loafer,Martico,Porto,"Bordeaux, Branco E Azul",35,000
608,GTIN inválido (menos de 8 dígitos),1203,nan,Senhora,Loafer,Martico,Porto,"Bordeaux, Branco E Azul",36,000
609,GTIN inválido (menos de 8 dígitos),1203,nan,Senhora,Loafer,Martico,Porto,"Bordeaux, Branco E Azul",37,000
610,GTIN inválido (menos de 8 dígitos),1203,nan,Senhora,Loafer,Martico,Porto,"Bordeaux, Branco E Azul",38,000
611,GTIN inválido (menos de 8 dígitos),1203,nan,Senhora,Loafer,Martico,Porto,"Bordeaux, Branco E Azul",39,000
612,GTIN inválido (menos de 8 dígitos),1203,nan,Senhora,Loafer,Martico,Porto,"Bordeaux, Branco E Azul",40,000
613,GTIN inválido (menos de 8 dígitos),1203,nan,Senhora,Loafer,Martico,Porto,"Bordeaux, Branco E Azul",41,000
614,GTIN inválido (menos de 8 dígitos),1703/3,nan,Senhora,Loafer,Martico,Selena,Preto Polido,35,000
615,GTIN inválido (menos de 8 dígitos),1703/3,nan,Senhora,Loafer,Martico,Selena,Preto Polido,36,000
616,GTIN inválido (menos de 8 dígitos),1703/3,nan,Senhora,Loafer,Martico,Selena,Preto Polido,37,000
